uid	gender	age	occupation	seq
1737	1	2	4	338,530,358,11,1224,1426,1173,2105,2168,745,2900,1364,1265,1416,2040,1213,337,80,756,2349,974,1388,1466,2898,3044,1343,1868,320,2104,515,568,252,720,1871,525,3139,444,7,3014,141,2559,1755,616,503,151,41,2126,1031,1408,2712,1831,3479,576,963,50,761,2435,1192,6,2236,1093,765,433,47,1235,1177,1500,16,1413,458,354,450,2511,2802,1981,2828,1400,3089,2052,1203,1469,330,2895,430,2436,2498,10,2186,271,457,2297,740,399,155,275,966,2739,1409,1515,3282
230	1	3	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,702,2757,1143,1086,1135,1044,1042,300,503,1749,1461,1059,964,484,2635,1408,2193,2712,1747,1096,1137,723,1455,239
2124	1	1	2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360,1407,759,1044,1078,246,1067,1755,1086,1148,1060,433,1919,561,2591,106,1068,1640,2720,1681,1218,1046,919,3298,1682,1119,3036,2761,858,761,2663,2318,6,3184,469,992,2583,563,21,2126,3297,450,1644,1203,108,1255,3355,3334,530,10,2374
1887	1	6	13	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,337,968,1030,593,17,140,3027,2802,3124,2891,11,36,886,1375,1408,109,2809,2830,503,1974,1491,507,430,141,492,275,151,218,224,1533,1262,1230,3066,1483,1,331,756,716,941,1279,1143,1405,1413,720,2558,2559,1950,2444,3165,283,330,470,1398,1603,2668,61,72,300,2130,2197,2202,2803,97,2659,2131,1469,1495,1645,1552,652,1455,1475,1529,2034,1327,2551
4701	1	4	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,802,1114,561,1239,3346,2802,2435,3184,3234,2668,2827,1727,3127,992,430,702,1208,669,2130,2286,300,503,1755,564,72,2434,2095,207,2036,1603,140,433,2559,1109,34,666,337,1375,1640,3110,1533,1398,2052,2436,61,939,515,1227,2739,2349,2895,1334,1463,151,1436,484,2123,1203,1509,1552,1345,2307,2386,2132,133,2297,903,1606,2432,1406,1295,1645,198,2444,2384,926,2770,809,345
2190	1	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,2264,2527,2262,2380,2360,2381,2384,212,2235,2550,2557,2813,2283,2390,2287,2826,3225,3345,2198,2186,2183,2435,2375,2436,2771,2650,300,3528,3165,3146,3097,561,3068,2465,1345,3163,3338,3375,3220,3414
3840	0	3	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2559,2095,2780,2983,1239,3317,2474,1439,485,43,607,2435,1640,17,473,530,338,1030,765,1850,1463,1994,1466,939,1891,272,1503
1090	0	4	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,1407,971,296,1640,3036,2261,3123,285,28,1787,1224,568,17,756,872,205,485,416,1422,646,721,2260,211,1627,3184,1065,3110,1168,2390,1218,1885,2154
193	0	3	9	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,338,1067,3480,3491,279,576,2527,1059,3344,3094,3126,797,50,963,1111,1084,793,792,107,2619,2435
4962	1	3	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,2261,2360,2132,2384,2054,2364,2434,2826,802,1687,24,2511,2095,3004,2436
2507	0	4	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,2544,2095,17,473,1151,720,801,251,1121,819,834,788,817,3088,805,3264,822,803
5503	0	2	20	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,2094,954,2668,2527,2477,815,1067,812,1053,1074,977,1091,860,1070,576,34,1020,1188,1132,641,1120,2044
4082	1	2	0	219,3014,2469,2035,50,964,912,1810,345,1812,3119,3277,2732,1110,2589,2696,1127,2588,562,364,252,3105,503,1106,1050,1116,1094,1054,1107,141,1030,246,517,1060,813,3085,3294,1375,902,1227,1637,2012,1748,2295,300,625,1192,576,564,3082,1059,279,1476,2790,1689,842,2822,2757,1483,25,140,1146,3109,1191,1696,2755,1090,1224,1839,2994,3006,723,1974,1491,720,266,16,740,1968,1475,239,1837,2000,1231,500,197,3249,1871,1975,3302,1570,2656,2652,135,1103,2540,1732,276,962,359
1334	0	3	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,3491,3467,2056,17,2527,2029,2197,34,300,576,2762,2024,1192,505,2802,2630,1121,318,968,1375,1733,337,1994,1109,2765,416,2898,2123,1265,2198,1236,2809,213,792,795,813,793,2272,605,1851,901,759,1044,246,1068,1043,1218,1135,1682,3226,1209,1190,456,2397,3165,2637,2725,1,953,954,1340,2083,1132,1151,3344,1103,2021,45,2826
2746	1	2	14	1533,2559,140,2762,2197,1974,151,514,36,1422,1224,404,969,1285,1891,25,1943,1375,1227,283,484,2757,2889,723,61,407,239,1941,986,235,593,430,740,362,941,1475,720,266,2830,2900,2891,1030,1410,1409,1545,2681,2828,485,24,1837,342,910,2354,2364,1311,3139,2896,2144,2350,2134,3113,2530,1086,1068,2985,1689,1919,1146,971,563,2755,1457,3294,1090,1142,1839,2942,2173,2119,1968,3431,1871,3381,2109,2120,2110,1413,966,1622,1279,605,1973,1415,2544,562,666,2583,2307,1733,2095
4340	1	1	4	279,2889,1059,2527,2623,232,2435,2576,2859,1651,29,2283,36,1424,47,700,1483,2029,1413,1755,505,3110,212,2036,2021,2058,2197,1109,1422,2269,1944,1,2362,1456,1498,1227,1465,61,417,385,6,119,345,1569,137,2894,39,16,430,986,337,1514,514,283,2983,252,1491,2902,613,1941,1974,2360,3399,2381,2363,2186,2233,966,1943,1959,2380,559,3282,1606,592,720,1570,314,1739,1548,426,1558,2886,2530,298,487,2086,1545,31,910,659,390,1625,1281,1785,2201,1975,1999,623,1913
2377	1	2	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,1123,3048,1755,2764,809,1177,2380,2527,2360,2381,2660,212,967,2036,3027,2390,2033,707,802,2258,2095,2094,2436,2650,1044,759,2906,1042,2065,2614,2261,561,106,530,919,1400,1056,433,456,1066,1068,1236,2105
23	0	2	7	1132,2468,3137,3042,3162,2470,2051,1955,2761,1446,2582,2698,1869,1806,1950,2003,2105,2857,1825,2106,3066,1952,1686,1870,1043,1789,2986,2730,2390,2585,1067,503,564,801,1071,2527,1059,576,1091,300,1192,1107,279,1755,964,1483,842,1140,1857,106,3085,1528,568,2784,1210,1265,1364,2349,2507,2893,937,557,2360,444,1419,165,247,562,2663,1371,286,143,2738,1075,2095,1339,809,1457,2368,968,791,1109,3281,50,808,246,1044,2827,949,1135,3294,2650,2318,563,759,1040,1420,401,2430,1687
589	1	2	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,3184,605,2095,2375,2527,1,326,568,1615,2740,1558,1533,2024,2894,525,1540,338,560,2886,1364,21,468,208,513,558,492,300,564,503,2087,282,576,1483,2623,36,2288,1224,1974,140,318,484,1992,276,2036,1796,266,1192,1239,2891,2982,2435,50,963,433,1177,47,2052,666,1569,331,358,153,2828,330,430
3704	1	2	7	1747,1685,2582,1950,1068,1839,1046,1690,1696,1446,1875,1207,2755,992,3431,1721,2541,563,2653,1141,759,1067,246,1218,1682,2988,3267,999,3085,949,1683,1834,2222,1862,2318,3046,1213,1407,47,2090,1313,1837,530,1428,1210,69,883,1400,1413,2261,151,450,1783,2052,2895,2703,358,2583,593,330,214,1203,10,1436,1398,1645,430,966,1352,519,559,669,275,1249,1295,3124,1637,3006,1279,605,493,2544,337,2559,1030,106,1236,604,702,1459,3399,3392,3381,2802,32,1375,517,456,3496,3184
2718	0	1	4	1079,1020,1955,3344,940,212,3094,1313,1651,2986,1105,220,119,1151,3211,304,2375,1615,2830,1696,1326,2390,1424,1985,1899,1827,447,3419,1509,2585,3153,2236,526,2447,473,799,1271,1500,2827,639,2054,1066,1805,2857,2419,338,537,2470,3375,39,1806,3137,3066,1533,1242,21,1727,425,1371,416,468,2826,1402,1265,326,3467,1880,1528,2448,576,564,1053,300,1059,279,1042,2668,1086,1071,2033,503,233,1103,1121,3085,251,1126,1675,3155,566,2813,803,905,705,915,2093,2335,1803,1812,912
4928	1	2	17	858,1138,1086,1696,433,1745,809,1400,528,919,1375,562,1805,1207,911,345,1192,2698,1475,1203,2895,1974,1886,2693,1118,456,2105,3092,974,1830,2318,476,1760,559,3282,337,2122,239,2764,2169,2681,1217,3293,558,2003,973,3059,910,496,2821,1042,246,1135,1056,992,3138,1919,1068,358,3334,275,808,1103,3294,1695,1865,1748,1825,1802,1864,953,2585,2390,1875,2692,1859,1688,1457,964,1205,44,2197,503,801,999,1087,318,566,1885,3062,34,912,584,364,485,140,2527,1483,792,1049
208	1	2	16	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3111,1044,300,564,503,1755,1059,1483,1192,433,561,1974,279,1224,1670,1563,1324,531,1279,1331,1253,919,1203,155,1727,1084,1135,1043,450,330,1371,456,361,2761,1368,708,1066,605,1538,470,3004,1352,1217,1398,1789,2585,1114,1151,11,1696,1103,3137,2698,2987,999,2857,2464,416,823,2004,2051,3066,953,1899,2470,3069,1952,559,119,325,1300,476,219,348,3454,3455,351,797,806
1467	1	1	4	1056,1737,813,1045,29,1649,671,1227,1061,3138,1436,2692,992,622,1830,2092,3373,2958,3314,2837,3225,3529,1899,3092,1863,1695,2301,674,657,1004,1069,1118,612,1111,1407,811,3301,1043,563,1135,1103,2105,1918,104,1205,2548,310,605,2295,2527,300,503,279,1082,797,2765,1054,801,964,32,1068,1090,700,1792,2891,2910,2559,1182,1122,1168,1428,239,1173,178,2368,1078,1400,2906,21,349,1222,3292,3059,1295,1415,1914,1077,817,50,792,963,2236,3132,2884,1123,812,36,334,1748,1994
3150	1	6	13	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,2756,337,3027,3038,813,1095,1794,2527,1109,1083,323,1476,3029,2814
3473	0	2	14	2470,1730,2730,1806,3018,1211,1870,2419,1968,3194,955,3283,1813,1042,1747,1103,1919,1076,563,971,2729,1033,2051,1090,2413,1134,1687,3431,246,759,1056,1640,1371,2318,1492,358,702,2319,974,1398,882,554,1039,2355,1038,1852,2703,2447,568,1,2004,2711,133,1613,2233,352,1267,2902,146,3027,2837,2932,50,1483,47,290,742,1354,2739,476,1808,265,2782,20,1213,3491,3467,3383,1271,1139,3460,3164,2828,1533,11,953,3495,3166,3480,2949,350,3441,2544,2885,3312,220,514,2791,2735,2198
5308	1	0	0	1840,135,433,21,330,1119,358,563,1236,578,994,1981,2648,108,761,2681,155,1978,1217,3243,1371,2996,2102,1783,3299,605,1750,702,198,527,1538,298,2104,2022,1312,753,635,1050,1147,1042,1103,1106,2821,808,2650,2540,562,930,1733,1841,3105,1067,50,1407,3329,576,1059,279,1681,1673,1079,958,1640,1073,1855,963,276,1500,1285,1497,1428,407,273,1835,1974,1485,1547,2911,645,2527,1120,999,1225,2696,1100,1,1122,1992,3115,1132,223,1138,953,2988,3267,2986,1088,2058,3039,2827
248	1	2	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,3476,3297,2904,2527,3376,3094,1094,2615,3383,3165,3226,3184,994,69,2368,2579,1755,561,2261,761,2830,2906,3036,530,1783,334,108,349,2284,153,1222,271,1459,1473,361,275,3292,1157,440,93,3344,3491,2445,206,219
5927	0	3	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,2052,858,3123,3027,362,2435,843,802,3153,3077,1125,821,2969,2398,2363,2307
1244	1	3	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1702,1056,2618,1190,106,561,2615,3124,1103,3346,1093,69,797,2805,3497,2154,456,1371,3507,252,3165,1456,3508,1162,3068,2825,3506,3,2153,3517,3510,3503,1345,246,1510,3298,1042,1060,517,1114
2495	0	4	2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,51,925,337,246,971,348,2307,1886,1190,2261,1334,2092,1205,1637,1436,2810,1566,310,2803,3027,3125,808,2002,2613,788,1805,1126,1132,566,1675,911,3155,1066,345
3763	1	3	3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,512,2802,2527,2558,2739,456,562,1373,3036,1400,1755,106,561,337,503,252,141,876,1042,964,1086,1688,1068,2544
438	1	2	1	98,2585,1141,3162,2106,1099,3066,2692,1876,2707,1813,2077,2177,212,2198,1880,416,170,1605,447,1500,614,515,3068,393,348,2900,337,3217,557,937,325,219,2360,314,2886,206,3455,676,1520,1960,87,1642,2711,323,1346,3094,1019,1528,1300,1251,2183,1485,476,1956,68,1056,2224,456,1637,1368,2583,578,310,2307,2092,1208,1051,276,1422,858,803,141,1491,1463,57,974,1871,3092,1213,1870,1126,1805,2255,918,2335,913,1543,473,2553,2669,1078,679,1853,3344,2369,3490,1071,3480,3529
3243	1	2	6	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,1043,517,50,531,2527,576,300,503,1045,1407,999,1049,1148,1136,1191,2094,106,1635,3089,2261,1035,3401,1146,505,2718,1483,2051,1747,1151,3153,1123
2231	0	5	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,2464,1040,1114,1207,1135,2583,2105,2318,949,2567,1371,1840,2169,1782,2307,1740,994,361,1771,10,892
4954	1	2	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,657,1069,1004,674,3047,3344,1803,2002,1132
4735	0	5	4	1747,251,25,300,1191,879,2024,3327,802,793,858,246,1042,397,759,1148,1086,1218,2614,2615,2616,2720,3036,3233,3239,2656,3401,3379,3399,1111,1127,3267,679,503,1138,1688,1070,1106,1792,968,2608,337,3066,971,813,951,2132,3153,2286,1687,2002,1126,911,803,1675,1805,827,2255,3159,2526,189,918,790,955,1745,567,1810,1867,1036,1789,1075,2586,1151,822,1109,39,3281,338,510,1364,3139,3027,50,2189,505,2291,1115,1424,2610,2004,51,662,2432,1509,2058,258,2895,134,2233,2372
4801	1	3	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,1634,1755,32,2527,2660,2435,2668,2579,2828,2826,3344,2669,2783,576,3496,3480,3173,3094,3184,3027,2958,2949,3439,3166,503,1124,2095,687,2283,152,1004,300,657,2056,36,1340,924,1483,718,2197,1604,251,2576,625,354,2058,2090,561,1188,1642,140,2899,1110,662,1519,1027,524,968,2094,1030,1424,344,1035
3292	1	3	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,914,1755,564,433,2780,2814,2527,34,576,2368,50,223,2762,1483,1465,2036,2435,362,1491,456,968,2261,1533,898,252,515,151,1192,566,345,7,3089,3036,140,1400,361,47,2757,1796,1974,700,2802,337,1456,1994,25,1364,1177,500,1224,11,450,1892,491,39,2718,562,2375,560,1428,2894,985,723,1371
3287	1	5	18	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2094,1689,797,1053,759,3324,1069,232,2406,801,3231,1026,2683,1100,1098,1050,233,3335,3047,503,576,793,2576,1049,1755,3331,2402,2326,1120,865,964,1192,2904,1126,3379,1225,1127,3083,1075,836,1136,3022,813,1,246,858,3161,3115,1071,3226,1110,2584,1132,1045,2065,3344,2790,842,39,1424,1677,1113,2849,1664,1174,1148,1060
1202	1	2	2	949,3404,990,3363,2691,3109,3527,3361,3278,3016,3402,914,2569,2991,2618,1047,2224,2614,2611,1053,798,1091,1120,1680,813,2821,1182,1178,517,819,1911,1128,1111,811,3301,1065,1106,1691,570,679,3277,2646,800,2526,3099,3251,1861,2236,963,1500,530,1313,1407,47,50,6,1059,279,2090,2086,3004,2222,2108,106,964,1100,1094,1755,1068,252,1110,349,1127,1055,528,1067,1131,858,759,919,1084,2065,561,3184,1727,433,2261,1119,2807,2062,3130,271,2681,1096,1692,999,3039,951,3353,1862
5843	1	1	14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,1649,1054,1755,433,450,561,2906,456,1121,2583
4115	0	3	3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,1075,959,2313,2738,2640,2802,802,947,1128,3053,1096,1111,3279,811,1104,517,1911,1092,679,1060,1052,813,1693,3297,2342,3085,3298,1097
4279	1	2	1	3353,2963,3424,1534,1407,592,2806,1749,571,718,1147,1841,605,1906,1680,2747,3161,3077,473,1032,803,3132,3454,3321,14,857,1182,2198,3115,485,1034,986,1354,3322,57,1293,2224,1112,1056,1076,1814,1751,1693,1815,141,1682,1789,2648,505,17,511,924,2095,2756,3329,1192,1446,1490,940,1079,2828,1058,561,1132,822,1795,2126,1686,1991,2338,2656,315,530,1919,1415,783,1098,2369,537,1509,570,949,2650,1857,1122,329,68,333,1242,557,614,601,1300,2233,386,660,2902,2025,1404,3018
4549	0	1	17	0,0,0,0,0,0,0,47,2660,2527,2576,2827,2711,2838,1747,1518,1407,802,517,2650,503,273,1059,300,576,17,1755,3036,1087,564,1985,1121,251,1642,2623,1030,32,1239,16,2029,1994,2036,106,1285,484,283,1497,49,1463,1224,607,372,41,2894,1509,2386,1850,258,940,772,218,1410,2891,2235,326,141,1485,280,22,457,2015,1244,1377,2200,659,1477,1546,1197,1879,2262,2360,2374,2384,212,2054,967,3027,2390,2269,2366,2383,2397,2198,2270,2093,2368,1818,1322,2375,2435
4258	0	5	6	1491,2764,1794,1750,1485,31,1419,85,2595,1618,3431,793,1678,3063,2435,576,1681,2852,433,1457,47,947,1721,3156,1400,2758,450,1843,2759,151,1405,2888,3410,1079,1114,1148,1676,1138,2986,2021,2988,2004,2719,953,2883,1424,2468,3118,332,2105,2122,2106,476,338,559,133,568,7,2130,2168,246,1218,1131,2614,1135,2611,2318,1840,974,1044,456,337,1151,1130,2098,808,565,2255,962,1213,3271,1821,1413,1177,1885,886,1409,466,1398,2896,3282,669,636,275,2550,2527,2771,1,3346,2802
4596	1	3	14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106,2307,246,2222,1045,1097,1042,517,1060,1114,2261,2340,2224,561,1084,1046,813,3085,456,2827,2583,1190,1056,1371,992,1738
1037	1	3	6	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,791,3480,3166,3439,1407,503,1059,2368,279,576,300,2283,152,2095,2660,1992,1640,251,1223,1385,232,2899,1755,924,879,25,2435,1569,1994,1109,3373
1652	1	3	0	1566,1168,1102,2326,1174,1179,2247,2432,2541,2576,1089,1239,115,879,296,283,258,282,1490,1540,873,514,607,211,189,1420,267,304,1401,247,693,137,14,1784,428,1325,246,3383,2106,2343,2376,1028,643,2283,2021,662,812,3330,860,1049,2292,1040,1857,2806,833,2634,2263,2752,842,2594,2306,2197,2404,2746,1107,1677,2820,2403,1794,1685,2866,3036,3109,3318,1993,3456,3264,715,2768,1796,1615,11,1137,1246,2931,1496,2317,2962,2631,896,2219,2215,2116,3381,1913,2061,1889,1802,1756,2068
1928	1	1	17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,3211,1755,2893,342,1067,279,1042,759,503,246,2527,793,50,963,2197,1060,300,1114,34,2477,2261,517,1043,2435,2771,1059,2029,106,1135,919,2390,564,2623,1086,1407,1046,1225,1483,1224,1192,1696,1110,32,1689,1236,1190,1727,1533,1109,151,1090,1,964,1831,1974,1106,2515,318,953,812,1103,1137,1076,1919,1056,2283,2036,1994,1491,752,992,2889,1207,2722,1209,2507,505,971,1375
4610	1	2	7	3383,3121,3225,2950,3376,3124,2835,2527,1519,2833,1477,2814,2132,1223,3317,84,1552,723,1455,604,3223,1537,339,574,703,2627,2641,2065,3512,565,2897,3029,923,1239,643,1013,2272,3301,465,3094,3149,2441,1097,2745,1908,958,1095,3118,918,1021,2083,1534,2895,3444,3419,2879,3148,2936,1195,2771,2474,2126,2552,1578,1420,1402,214,2955,1586,1563,660,3476,2774,1622,2089,3529,3491,3347,11,1533,2000,1508,1035,1631,2145,3451,3486,3528,2949,3166,3126,3532,3416,3409,2288,2663,1417,1271,2735,2511
1445	0	4	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,1075,1497,2527,2303,3073,561,1885,918,2154,230,3146,456,2335,3516,2153,784,3506,1096,1407,802,813,792,1641,3089,1692,718
203	1	2	17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,1173,2934,1345,456,3383,994,1042,3085,1060,1118,1046,246
4960	0	2	15	0,996,1084,106,224,1040,2255,1071,944,2527,564,1042,1043,576,1049,1060,2768,517,799,1677,1218,1114,999,17,1065,1091,50,1192,318,803,805,246,1352,1140,561,971,1056,813,1436,456,2632,1334,992,1368,2318,1755,2436,2435,2739,503,345,3408,519,1044,433,3025,1046,2065,2616,2611,2615,919,1066,3036,3184,1727,1119,666,1728,1515,334,930,1377,702,361,3513,3510,1061,32,1637,1345,1382,2499,759,1053,679,1120,1106,815,793,2095,300,808,1143,1111,2984,1151,801,797,1079
5221	1	2	2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284,679,517,813,1052,1991,1084,1693,2224,2728,2154,1096,3279,3053,1911,819,808,612,526,915,1142
